,Title,Release Date,Series or Movies,drama,comedy,action,thriller,romance,crime,adventure,animation,fantasy,family,sci-fi,mystery,horror,documentary,biography,history,music,short,sport,war,musical,reality-tv,western,game-show,talk-show,Title for Crawling
12872,Beat Bugs  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,beatbugshappybirthdaytoyou
12873,Skylanders Academy  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skylandersacademyhappybirthdaytoyou
12875,Trollhunters  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trollhuntershappybirthdaytoyou
12876,LEGO Ninjago  Masters of Spinjitzu  Happy Birthday to You!,2017-09-14,Movie,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legoninjagomastersofspinjitzuhappybirthdaytoyou
12877,Legend Quest  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legendquesthappybirthdaytoyou
12878,My Little Pony  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mylittleponyhappybirthdaytoyou
12879,Project Mc   Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,projectmchappybirthdaytoyou
12880,All Hail King Julien  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allhailkingjulienhappybirthdaytoyou
12881,LEGO  Friends  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legofriendshappybirthdaytoyou
12882,Dinotrux  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dinotruxhappybirthdaytoyou
12883,Word Party  Happy Birthday,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wordpartyhappybirthday
12884,Luna Petunia  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lunapetuniahappybirthdaytoyou
12885,Barbie  Happy Birthday to You!,2017-09-14,Movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,barbiehappybirthdaytoyou
12886,Jeff Dunham  Relative Disaster,2017-09-12,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jeffdunhamrelativedisaster
12887,Heroin(e),2017-09-12,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,heroine
12889,The Confession Tapes,2017-09-08,Series,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,theconfessiontapes
12893,Marc Maron  Too Real,2017-09-05,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,marcmarontooreal
12899,The Graduation,2003-03-15,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thegraduation
12900,A House of Blocks,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ahouseofblocks
12901,All About Love,2001-04-11,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,allaboutlove
12903,The Many Faces of Ito,2018-01-12,Series,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,themanyfacesofito
12908,Brad Paisleys Comedy Rodeo,2019-12-03,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,bradpaisleyscomedyrodeo
12914,Classroom of the Elite,2017-07-12,Series,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,classroomoftheelite
12919,"Have You Ever Fallen in Love, Miss Jiang",,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,haveyoueverfalleninlovemissjiang
12927,Balkwang,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,balkwang
12928,Joe Mande   s Award-Winning Comedy Special,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,joemandesawardwinningcomedyspecial
12929,Kibaoh Klashers,2017-07-27,Series,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kibaohklashers
12932,Elegant Yokai Apartment Life,2017-07-03,Series,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,elegantyokaiapartmentlife
12933,Kantaro  The Sweet Tooth Salaryman,2017-07-07,Series,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kantarothesweettoothsalaryman
12934,Hyoris Bed and Breakfast,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,hyorisbedandbreakfast
12935,The Standups,2017-07-04,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thestandups
12936,Kakegurui,2018-02-01,Series,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,kakegurui
12948,Learning Songs by Little Baby Bum  Nursery Rhyme Friends,2017-10-03,Series,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,learningsongsbylittlebabybumnurseryrhymefriends
12949,Little Baby Bum  Nursery Rhyme Friends,2017-10-03,Series,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,littlebabybumnurseryrhymefriends
12957,Under the Black Moonlight,2016-05-01,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,undertheblackmoonlight
12958,Magic Phone,,Series,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,magicphone
12959,28 Moons,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28moons
12960,Love.com,2017-06-01,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovecom
12973,What in the World Happened,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,whatintheworldhappened
12975,Abnormal Summit,2014-07-07,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,abnormalsummit
12976,Men on a Mission,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,menonamission
12977,"Mi-saenng, Incomplete Life",,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misaenngincompletelife
12978,Battle of Tongues,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,battleoftongues
12982,Million Yen Women,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,millionyenwomen
13011,Ultimate Beastmaster South Korea,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ultimatebeastmastersouthkorea
13014,Love for Ten  Generation of Youth,2013-11-04,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovefortengenerationofyouth
13015,Nightmare High,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nightmarehigh
13024,"Sparks (AR Fix, DoVi, Scratch Audio)",,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sparksarfixdoviscratchaudio
13028,Battles - Kong  King of the Apes,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,battleskongkingoftheapes
13031,Gad Gone Wild,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gadgonewild
13037,Were Lalaloopsy,2015-02-13,Series,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,werelalaloopsy
13043,Chasing Cameron,2016-12-27,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,chasingcameron
13049,My Runway,,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,myrunway
13054,Miss Panda and Mr. Hedgehog,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misspandaandmrhedgehog
13055,Color of Woman,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,colorofwoman
13056,Goodbye My Wife,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goodbyemywife
13061,#Rucker50,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rucker50
13067,Back to 1989,2016-01-22,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backto1989
13075,Roman Empire  Reign of Blood,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,romanempirereignofblood
13078,The Beginning of Life  The Series,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thebeginningoflifetheseries
13081,Love Family,2013-10-29,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovefamily
13083,Inborn Pair,2011-12-13,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inbornpair
13085,Terrace House  Aloha State,2016-11-01,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,terracehousealohastate
13086,Santa Pacs Merry Berry Day,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,santapacsmerryberryday
13092,Midnight Diner  Tokyo Stories,2016-10-21,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,midnightdinertokyostories
13095,A mighty Team,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,amightyteam
13097,Hello My Twenties,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hellomytwenties
13099,Return of the Mafia,2012-12-12,Movie,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,returnofthemafia
13102,Love Cheque Charge,2014-09-03,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovechequecharge
13103,Be with Me,2005-09-08,Series,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bewithme
13104,When I See You Again,2015-05-31,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wheniseeyouagain
13105,Someone Like You,2001-03-30,Series,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,someonelikeyou
13106,Riphagen - The Untouchable,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,riphagentheuntouchable
13107,Murphys Law of Love,2014-09-19,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,murphyslawoflove
13123,Kazoops!,,Series,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kazoops
13124,Chefs Table  France,2014-05-30,Series,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chefstablefrance
13125,Kulipari  An Army of Frogs,2016-09-02,Series,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kuliparianarmyoffrogs
13131,The Womanizer,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thewomanizer
13132,Game Winning Hit,2009-03-20,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,gamewinninghit
13133,Lucky Days,2008-04-25,Series,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,luckydays
13134,OFF COURSE,2015-03-06,Movie,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,offcourse
13141,Love Cuisine,2015-07-31,Series,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lovecuisine
13146,The Disastrous Life of Saiki K.,2016-08-07,Series,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thedisastrouslifeofsaikik
13150,House of Himiko,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houseofhimiko
13157,72 Cutest Animals,2016-06-01,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72cutestanimals
13158,Black Man White Skin,2015-10-29,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,blackmanwhiteskin
13164,Empress Gi,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,empressgi
13165,Magi  Adventure of Sinbad,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magiadventureofsinbad
13166,Kuromukuro,2016-07-04,Series,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kuromukuro
13175,Good Morning Call,,Series,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,goodmorningcall
13181,Initial D  Special Edition,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,initialdspecialedition
13189,Mike Epps  Dont Take It Personal,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mikeeppsdonttakeitpersonal
13190,IMAX  Hubble,,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,imaxhubble
13197,"Trailer Park Boys  Drunk, High and Unemployed  Live In Austin",,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trailerparkboysdrunkhighandunemployedliveinaustin
13207,Monthly Girls Nozaki Kun,2014-06-01,Series,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,monthlygirlsnozakikun
13217,Wakufu,,Series,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wakufu
13222,Immortal Classic,2012-03-17,Series,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,immortalclassic
13225,Seven Deadly Sins,,Series,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,sevendeadlysins
13237,Dinotrux,2015-08-14,Series,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,dinotrux
13238,Sense8  Creating the World,2015-08-01,Movie,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,sense8creatingtheworld
13243,Larva,2005-01-22,Series,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,larva
13249,H2O  Mermaid Adventures,2015-05-22,Series,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h2omermaidadventures
13261,White Men Cant Jump,1992-03-27,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,whitemencantjump
13284,Masha en de beer,2007-12-19,Series,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mashaendebeer
13285,The Age of Innocence,1993-10-01,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theageofinnocence
13297,Die Hard  With a Vengeance,1995-05-19,Movie,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,diehardwithavengeance
13306,Anacondas  The Hunt for the Blood Orchid,2004-08-27,Movie,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,anacondasthehuntforthebloodorchid
13308,Taken 2,2012-10-05,Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,taken2
13309,Spider-Man 2,2004-06-30,Movie,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spiderman2
13320,Pacific Rim,2013-07-12,Movie,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pacificrim
13322,Man of Steel,2013-06-14,Movie,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,manofsteel
13331,Gangs of New York,2002-12-20,Movie,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gangsofnewyork
13339,Flipped,2010-09-10,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flipped
13354,Miss Congeniality,2000-12-22,Movie,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misscongeniality
13355,Thirst,2009-04-30,Movie,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thirst
13356,Men in Black,1997-07-02,Movie,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,meninblack
13360,The Dark Knight Rises,2012-07-20,Movie,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thedarkknightrises
13366,As Good as It Gets,1997-12-25,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asgoodasitgets
13377,300  Rise of an Empire,2014-03-07,Movie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300riseofanempire
13380,Hellboy II  The Golden Army,2008-07-11,Movie,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,hellboyiithegoldenarmy
13386,Apollo 13,1995-06-30,Movie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,apollo13
13389,Sergio,2009-01-17,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,sergio
13394,Broken Arrow,1996-02-09,Movie,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brokenarrow
13405,Serenity,2005-09-30,Movie,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,serenity
13411,Total Recall,2012-08-03,Movie,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,totalrecall
13417,The Other Woman,2014-04-25,Movie,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theotherwoman
13421,Mr. Poppers Penguins,2011-06-17,Movie,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mrpopperspenguins
13422,This Means War,2012-02-17,Movie,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thismeanswar
13433,The Secret Life of Walter Mitty,2013-12-25,Movie,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thesecretlifeofwaltermitty
13436,King Kong,2005-12-14,Movie,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,kingkong
13440,Young Justice,2010-11-26,Series,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,youngjustice
13443,Inside Job,2010-11-12,Movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,insidejob
13448,Hostel,2006-03-28,Movie,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,hostel
13454,The Other Boleyn Girl,2008-02-29,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,theotherboleyngirl
13456,Green Zone,2010-03-12,Movie,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,greenzone
13459,The Man with the Iron Fists,2012-11-02,Movie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,themanwiththeironfists
13464,Forgetting Sarah Marshall,2008-04-18,Movie,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,forgettingsarahmarshall
13465,The Fault in Our Stars,2014-06-06,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thefaultinourstars
13470,Enemy at the Gates,2001-03-16,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,enemyatthegates
13471,Eat Pray Love,2010-08-13,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,eatpraylove
13474,Is This a Zombie,2015-07-15,Series,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,isthisazombie
13476,The Descendants,2011-12-09,Movie,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thedescendants
13484,The Water Horse,2007-12-25,Movie,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thewaterhorse
13485,Dr. Seuss The Lorax,2012-03-02,Movie,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,drseussthelorax
13489,The Covenant,2006-09-08,Movie,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,thecovenant
13493,Chronicle,2012-02-03,Movie,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chronicle
13494,Community,2009-09-17,Series,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,community
13505,The Boondock Saints,2000-01-21,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theboondocksaints
13506,Moneyball,2011-09-23,Movie,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,moneyball
13508,Burlesque,2010-11-24,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,burlesque
13510,The Grand Budapest Hotel,2014-03-28,Movie,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thegrandbudapesthotel
13511,Lets Be Cops,2014-08-13,Movie,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,letsbecops
13516,Arthur Christmas,2011-11-23,Movie,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arthurchristmas
13517,Underworld  Awakening,2012-01-20,Movie,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,underworldawakening
13520,Rise of the Planet of the Apes,2011-08-05,Movie,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,riseoftheplanetoftheapes
13528,The Amazing Spider-Man,2012-07-03,Movie,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theamazingspiderman
13530,Fast and Furious,2009-04-03,Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fastandfurious
13531,The Fast and the Furious,2001-06-22,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thefastandthefurious
13532,Transformers  Age of Extinction,2014-06-27,Movie,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,transformersageofextinction
13536,Spider-Man 3,2007-05-04,Movie,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spiderman3
13543,Rio 2,2014-04-11,Movie,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,rio2
13545,2 Fast 2 Furious,2003-06-06,Movie,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2fast2furious
13556,The Tower,2013-01-11,Movie,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thetower
13562,Star Trek  The Animated Series,1973-09-08,Series,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,startrektheanimatedseries
13563,The Score,2001-07-13,Movie,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thescore
13568,The Returned,2013-11-15,Movie,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,thereturned
13575,Laurence Anyways,2013-06-28,Movie,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,laurenceanyways
13584,Hide and Seek,2013-08-14,Movie,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,hideandseek
13597,Miss Granny,2014-01-22,Movie,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,missgranny
